seed;iteracao_validacao_cruzada;features_nao_correlacionadas;features_missing_values
5;0;['ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;1;['ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;2;['ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;3;['ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;4;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;5;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;6;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;7;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;8;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
5;9;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;0;['ela_meta.lin_simple.adj_r2', 'ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;1;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;2;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;3;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;4;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;5;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
7;6;['ela_meta.lin_simple.intercept', 'ela_meta.lin_simple.coef.min', 'ela_meta.lin_simple.coef.max', 'ela_meta.lin_simple.coef.max_by_min', 'ela_meta.quad_simple.cond', 'ela_meta.quad_w_interact.adj_r2', 'ela_meta.costs_runtime', 'ela_level.costs_runtime'];['ela_distr.skewness', 'ela_distr.kurtosis', 'ela_distr.number_of_peaks', 'ela_distr.costs_fun_evals', 'ela_distr.costs_runtime', 'ela_level.mmce_lda_10', 'ela_level.mmce_qda_10', 'ela_level.mmce_mda_10', 'ela_level.lda_qda_10', 'ela_level.lda_mda_10', 'ela_level.qda_mda_10', 'ela_level.mmce_lda_25', 'ela_level.mmce_qda_25', 'ela_level.mmce_mda_25', 'ela_level.lda_qda_25', 'ela_level.lda_mda_25', 'ela_level.qda_mda_25', 'ela_level.mmce_lda_50', 'ela_level.mmce_qda_50', 'ela_level.mmce_mda_50', 'ela_level.lda_qda_50', 'ela_level.lda_mda_50', 'ela_level.qda_mda_50']
